DR_ID|DR_LoadTime|DR_Start|DR_End|DR_Current|TradeName|IsSand|SandMeshSize|SandQuality|IsResinCoated|IsArtificial
2333|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"bioclear 2000"|||||
2334|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"bioclear 5000, wai-251lc, wbk-134, wcs-631lc, wfr-61la, wga-15l, wic-641l, wsi-671l, wsi-685l, wxl-100l, wxl-106l"|||||
2335|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"biorid 71"|||||
2336|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"biovert cf, biovert nwb, fe-1a acidizing composition, fe-2a, fr-76, hai-404m(tm), losurf-360w, na, optikleen-wf(tm), permvis vfr-10"|||||
2337|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"biovert cf, fr-76, sand-common white - 100 mesh, sand-premium white-30/70"|||||
2338|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"biovert nwb, cla-web(tm), fr-76, optikleen-wf(tm), sand-premium white-40/70, bulk, vicon nf breaker, wg-18 gelling agent"|||||
2339|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"biovert nwb, fdp-m1075-12"|||||
2340|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"black pro crc 40/70"|"Y"|40/70| |Y|
2341|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"ble-18 (breaker)"|||||
2342|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"borate 108"|||||
2343|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"br-145l"|||||
2344|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"br-7"|||||
2345|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"breaker -10l, cia- lt166, fr-7, i-6l, ne - 140, s-10, wga-1e slr"|||||
2346|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"breaker 5l"|||||
2347|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"breaker le liquid enzyme"|||||
2348|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"breaker, wbo-2"|||||
2349|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"brine (4% nacl)"|||||
2350|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"brk-5p"|||||
2351|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"brown"|||||
2352|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"brt 1000"|||||
2353|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"buffer 1435w"|||||
2354|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"buffer, ph for borates"|||||
2355|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"bx-bl"|||||
2356|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"bxl-3"|||||
2357|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"bxl-d101lm"|||||
2358|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"c-410ht"|||||
2359|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"cacl2"|||||
2360|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"calcium chloride liquid"|||||
2361|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"carbo ceramics carbobond rcs 20/40"||20/40| |Y|Y
2362|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"carbo ceramics econoprop 30/50"||30/50| ||Y
2363|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"carbo hsp 2000, 20/40 mesh"||20/40| ||Y
2364|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"carbo-hydroprop"|||||Y
2365|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"carbobond lite"|||||Y
2366|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"carbolite 16/20"||16/20| ||Y
2367|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"carboprop 20/40 (3.27 sg)"||20/40| ||Y
2368|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"carboprop, 20/40 mesh"||20/40| ||Y
2369|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"cas-60 anti sludge"|||||
2370|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"cat-3 activator, cl-22 uc, cl-31 crosslinker, cla-web(tm), fr-76, losurf-300m(tm), mo-67, optikleen-wf(tm), prop-premium-20/40, bulk, sand-common white-100 mesh, ssa-2, bulk (100003676), sp breaker, vicon nf breaker, wg-36 gelling agent"|||||
2371|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"cat-3 activator, cl-22 ucw, cl-31 crosslinker, cla-web(tm), fdp-m1066-12, fe-1a acidizing composition, fe-2a, fr-76, hai-404m(tm), losurf-300d, mo-67, musol a solvent, sand-common white-100 mesh, ssa-2, bulk (100003676),"|||||
2372|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"cat-3, cl-31, sp breaker, vicon nf breaker"|||||
2373|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"cat~os-1"|||||
2374|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"caustic soda 25"|||||
2375|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"caustic soda, 25% solution"|||||
2376|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"cc-4"|||||
2377|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"cc-8 (clay control)"|||||
2378|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"cc-8 (clay control), gs-1, s-15 (surfactant), wg-111l, wxb-15"|||||
2379|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"cc-8 (clay control), s-15 (surfactant), wg-111l, wxb-10"|||||
2380|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"cd-1000"|||||
2381|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"ceramic - sinterlite"|||||Y
2382|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"ceramic prop"|||||Y
2383|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"ceramic proppant - manticore"|||||Y
2384|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"cfe-40 iron control"|||||
2385|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"cft 1000-2500"|||||
2386|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"cft-1200"|||||
2387|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"cft-4000"|||||
2388|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"chelating agent u42"|||||
2389|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"chib-166"|||||
2390|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"chlorine diocide"|||||
2391|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"chlorine dioxide solution - svp - pure"|||||
2392|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"chlorine dioxide, scaletrol 7208"|||||
2393|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"ci 600"|||||
2394|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"ci-14, enzyme g-ne, ferrotrol 300l, frw-18, gw-3ldf, scaletrol 720"|||||
2395|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"ci-27 (260 gal tote)"|||||
2396|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"ci-350ht"|||||
2397|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"ci-610"|||||
2398|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"cia- lt166, fr-6, i-6l, ne - 140, s-10, wga-1e slr"|||||
2399|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"cia-o"|||||
2400|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"citric acid solution"|||||
2401|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"cl 1082l(80)"|||||
2402|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"28 hcl acid, area 1"|||||
2403|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"28hcl"|||||
2404|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"3 bio cide-4450"|||||
2405|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"3 nacl water"|||||
2406|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"3 salt water"|||||
2407|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"bio-add 951"|||||
2408|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"bio-clear 2000"|||||
2409|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"bio-exp 807"|||||
2410|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"bioballs mr/hr, hcl acid"|||||
2411|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"bioballs regular/mr"|||||
2412|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"biobreak 2000"|||||
2413|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"biocide 3001"|||||
2414|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"biocide, dbnpa (5 active)"|||||
2415|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"bioclear"|||||
2416|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"bioclear 50"|||||
2417|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"biorid 102"|||||
2418|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"biotreat xg"|||||
2419|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"biovert cf, fr-76, hai-os acid inhibitor, losurf-300d, optikleen-wf(tm), sand-common white-100 mesh, sand-premium white-40/70"|||||
2420|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"biovert nwb, cla-web(tm), fr-76, optikleen-wf(tm), sand-common white-100 mesh, ssa-2, bulk (100003676), sand-premium white-40/70, bulk"|||||
2421|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"biovert nwb, fdp-1168-14"|||||
2422|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"black cat ceramic isp 30/50"||30/50| ||Y
2423|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"blackcat (20/40) ceramic"||20/40| ||Y
2424|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"borate 101"|||||
2425|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"bpc 68995"|||||
2426|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"br-4"|||||
2427|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"brady sand 40/70 (2.64 sg)"|"Y"|40/70| Brady||
2428|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"breaker 3l"|||||
2429|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"breaker le - liquid enzyme"|||||
2430|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"breaker, chlorine solution"|||||
2431|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"brine"|||||
2432|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"brinecare"|||||
2433|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"brklp-ht"|||||
2434|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"brown sand"|"Y"|| Brown||
2435|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"buffer 12w"|||||
2436|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"buffer e"|||||
2437|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"bupher h"|||||
2438|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"bxl-02"|||||
2439|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"bxl-a"|||||
2440|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"bxl02e (borate xl- instant xl), ci-150, cs-250 si, fe 200, frw-200, frw-900, ici-3240 (1 gal), ltb-01"|||||
2441|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"cacl"|||||
2442|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"calcium chloride  pellets"|||||
2443|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"carbo ceramics"|||||Y
2444|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"carbo ceramics econoprop 20/40"||20/40| ||Y
2445|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"carbo econoprop / carbo ceramics - 2040"|||||Y
2446|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"carbo scalegaurd"|||||Y
2447|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"carbo-lite, 20/40 mesh"||20/40| ||Y
2448|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"carbolite (proppant)"|||||Y
2449|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"carbon dioxide"|||||Y
2450|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"carboprop isp"|||||Y
2451|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"cas-1, df-1 (sanjel), ldp-f-0311, wg-2bl"|||||
2452|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"cat-3 activator"|||||
2453|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"cat-3 activator, cl-22 ucw, cl-31 crosslinker, cla-web(tm), fdp-m1066-12, fe-1a acidizing composition, fe-2a, fr-76, hai-404m(tm), losurf-300d, mo-67, musol a solvent, sand-common white - 100 mesh, 3307 lb bag,"|||||
2454|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"cat-3, cl-31 crosslinker, fdp-s1118-13, losurf-300d, methanol, mo-67, sand premium white, vicon nf breaker, wg-36 gelling agent"|||||
2455|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"cat-os-1, cl-22uc, cl-31, cla-sta xp, fe acid, fr-66, hai-os, losurf-300d, mo-67, vicon nf breaker, wg-26, crc"|||||
2456|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"caustic soda"|||||
2457|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"caustic soda liquid"|||||
2458|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"cc-120"|||||
2459|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"cc-70b"|||||
2460|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"cc-8 (clay control), feac-20, fr-1c, lai-20, s-15 (surfactant), wg-111l"|||||
2461|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"cc-8 (clay control), s-15 (surfactant), wbo-2 (oxidizer breaker), wg-111l, wxb-10"|||||
2462|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"cca / cs -15"|||||
2463|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"ceramic - sintenite"|||||Y
2464|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"ceramic pro"|||||Y
2465|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"ceramic proppant - 40/70 liberty isp"||40/70| ||Y
2466|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"cermic proppant"|||||
2467|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"cfr201"|||||
2468|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"cft-1000"|||||
2469|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"cft-2900"|||||
2470|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"chelating agent"|||||
2471|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"chemical fractracer"|||||
2472|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"chloride dioxide"|||||
2473|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"chlorine dioxide solution"|||||
2474|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"chlorine dioxide, hydrochloric acid"|||||
2475|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"ci 360"|||||
2476|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"ci-14, enzyme g-ne, ferrotrol 300l, frw-18, gw-3ldf"|||||
2477|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"ci-150, cs-250 si, fe 200, frw-200, frw-600, ici-3240 (1 gal)"|||||
2478|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"ci-350 ht"|||||
2479|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"ci-600"|||||
2480|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"cia- lt166, fr-12, i-6l, ne - 140, s-10"|||||
2481|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"cia-5"|||||
2482|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"citric 50%"|||||
2483|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"cl 1036l (2%, 5%, 7%, 10%)"|||||
2484|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"cl-150"|||||
2485|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"28% uninhibited hcl acid (22 baume)"|||||
2486|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"3 40/70 crc"|"Y"|40/70| |Y|
2487|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"3 kcl water"|||||
2488|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"3 pasi-100l"|||||
2489|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"30# linear gel"|||||
2490|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"30/50 black ultra"|"Y"|30/50| ||
2491|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"30/50 crc"|"Y"|30/50| |Y|
2492|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"30# waterfrac cmhpg"|||||
2493|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"30/50 brady"|"Y"|30/50| Brady||
2494|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"30/50 garnett"|"Y"|30/50| ||
2495|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"30/50 mesh"|"Y"|30/50| ||
2496|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"30/50 ottowa sand"|"Y"|30/50| ||
2497|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"30/50 sand"|"Y"|30/50| ||
2498|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"30/50, 20/40 white"|"Y"|30/50| White||
2499|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"310-b"|||||
2500|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"35 hcl"|||||
2501|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"37% hcl"|||||
2502|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"3rd party biocide - b 84"|||||
2503|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"3rd party fr"|||||
2504|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"4  buffer 12"|||||
2505|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"4 pasi-100l"|||||
2506|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"4% salt water"|||||
2507|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"cl-22 uc mo-67"|||||
2508|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"cl-22uc"|||||
2509|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"cl-22uc, fe acid, fe-1a, fe-2a, fr-66, hai-404m, mo-67, optikleen-wf, vicon nf breaker, wg-36"|||||
2510|2016-07-01 13:34:24.9561658|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|"cl-28"|||||
