DR_ID|DR_LoadTime|DR_Start|DR_End|DR_Current|CasNumber|IngredientName|MatchingStrategy|PercentofConfidence|DisclosureStatus|IsSand|SandMeshSize|SandQuality|IsResinCoated|IsArtificial
-1|2015-12-14 15:35:03.6500000|0001-01-01 00:00:00.0000000|9999-12-31 00:00:00.0000000|True|Unknown|"Unknown"|"Unknown"||Unknown|||Unknown||
2|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"(2-hydroxyethyl)"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
3|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"(inert) viscosity modifier"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
4|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"0.00095"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
5|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"1,2,4 trimethylbenzene"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
6|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"100.00"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
7|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"1-methoxy-2-propanol"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
8|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"2 kcl water"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
9|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"(9003-04-07) & koh caustic"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
10|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"*proprietary non-hazardous materials"|"NO CAS MATCH FOUND"||Undisclosed Name and Number|||||
11|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|",5-thiadiazine-2-thione"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
12|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"0.00425"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
13|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"1.5% kcl water"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
14|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"10-l"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
15|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"15# linear gel"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
16|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"(2-methoxymethylethoxy)-"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
17|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"./isds and non- asds ingredients -isted below"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
18|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"1-(benzyl)quinolinium chloride"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
19|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"1,3-propanediaminium-2-substituted, -hexaalkyl-, di halide"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
20|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"1,3-propanediol, 2-amino-2-(hydroxymethyl)-1, polymer with methyloxirane and oxirane"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
21|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"10% kcl water"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
22|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"1310-73-2"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
23|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"2-butoxyethanol 2-propanol"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
24|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"2-hydroxy-n,n-bis(2-hydroxyethyl)-n-methylethanaminium chloride - ts"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
25|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"2-propenoic acid,homopolymer,sodium"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
26|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"40/70 white"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|Y|40/70|White||
27|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"593-81-7"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
28|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"91-20-3"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
29|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"2,2 - dibromo-3-nitrilpropionamide"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
30|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"20-40 mesh ottawa sd tx"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
31|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"291-572f"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
32|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"2-dibutylaminoehtanol"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
33|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"2-mercaptoethanol"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
34|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"2-substituted aromatic amine salt - ts"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
35|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"(4-nonylphenyl)- omega-hydroxy-,"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
36|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"(wfr-61la)"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
37|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"0.00483"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
38|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"1,3-propanediol, 2-amino-2-(hydroxymethyl) polymer with methyloxirane and oxirane"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
39|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"11.56006"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
40|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"1-propanesulfonic acid, 2-methyl-2-[(1-oxo-2-propen-1-yl)amino], polymer with 2-propenamide, sodium"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
41|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"2,2 dibromo-3-nitrilopropionamide"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
42|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"(frw-200 and frw-200w)"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
43|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"*supplied by oper."|"NO CAS MATCH FOUND"||Undisclosed Name and Number|||||
44|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|".1808 and n0n-m505 ngred1ent5 l15ted be10w"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
45|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"1-(1-naphthylmethyl)quinolinium chloride"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
46|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"10.00"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
47|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"12/20 sand"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|Y|12/20|||
48|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"18% salt water"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
49|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"*data not supplied by corelab*"|"NO CAS MATCH FOUND"||Undisclosed Name and Number|||||
50|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|".4808 and n0n-m505 ngred1ent5 l15ted be10w"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
51|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"1,2,4-trimethylbenzene"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
52|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"1,3-propanediol, 2-amino-2-(hm)-polymer"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
53|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"1,3-propanediol, 2-amino-2-(hydroxymethyl)-polymer with methyloxirane and oxirane"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
54|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"100 mesh sand"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|Y|100|||
55|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"2,2-dibromo-3-d37nitrilopropionamide"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
56|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"2-butoxyethanol 2-propanol dodecylbenzenedukfonic acid sulfuric acid water sulfur dioxide"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
57|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"2-monobromo-3-nitrilopropionamid e"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
58|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"3,4,4-trimethyloxazolidine"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
59|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"41803 and n0n- ./1505 1ngred1ent5 -15ted be10w"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|Y||||
60|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"5-chloro-2-methyl-3(2h)-isothiazolone"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
61|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"9-octadecenamide, n,n-bis-2(hydroxy-ethyl)-,(z)"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
62|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"2,2-dibromo-3-nitriloprpionamide"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
63|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"2426-08-6"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
64|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"2-butoxethanol"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
65|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"2-hydroxy-1,2,3 propanetricarboxylic acid"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
66|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"2-methy1-4- 150th1az011n-3-0ne"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
67|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"3% nacl"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
68|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"30/50 tg"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|Y|30/50|||
69|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"aceitic acid"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
70|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"acetic acid ethenyl ester, polymer with ethene"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
71|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"acid inhibitor-blend"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
72|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"acrylamide and acrylate copolymer"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
73|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"acrylate copolymer                                proprietary"|"NO CAS MATCH FOUND"||Undisclosed Name and Number|||||
74|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"actylate polymer"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
75|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"alchol ethoxylate surfactant"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
76|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"2% kcl water"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
77|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"20/40 tg"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|Y|20/40|||
78|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"2-butoxyethanol 2-propanol dodecylbenzenesulfon ic acid"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
79|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"2-propenoate"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
80|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"3% nacl water"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
81|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"30/50 white"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|Y|30/50|White||
82|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"3udd|ied by operator"|"NO CAS MATCH FOUND"||Undisclosed Name and Number|||||
83|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"(impurity)"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
84|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"0.00441"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
85|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"1,3-propanediol, 2-amino-2-(hydroxymethyl)-, polymer with methyloxirane and oxirane"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
86|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"1310-58-3"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
87|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"2- butoxyethanol 2- propanol dodecylbenzenesulfonic acid sulfuric acid water"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
88|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"20# waterfrac g"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
89|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"2-butoxyethanol                                     111-76-2 thioglycolic acid                                             68-11-1"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
90|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"alcohol alkoxyl sulfate salt"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
91|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"alcohol ethoxylate c-10/16 with 6.5 eo"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|Y||||
92|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"alcohol, c11-14, ethoxylated"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
93|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"alcohols c9-c11 (ethoxylated) 68439-48-3"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
94|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"aliphatic alcohol (impurity)"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
95|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"aliphatic hyrdrocarbon"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
96|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"30/50 ppc"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|Y|30/50|||
97|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"a1c0h015. c10-16. eth0xy1ated pr0p0xy1ated"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
98|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"acetic acid ethenyl ester polymer with ethene"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
99|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"acetone"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
100|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"acrylamide acrylate polymer"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
101|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"acrylamide sodum acrylate copolymer"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
102|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"acryllic polymers"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
103|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"additive 3"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
104|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"1-propanesulfonic acid, 2-methyl-2-[(1-oxo-2-propen-1-yl)amino]-, polymer with 2-propenamide, sodium salt"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
105|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"20# linear gel/20# purestim b #1"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
106|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"2-butoxyethanol"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
107|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"2-propenamide, sodium salt"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
108|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"3% kcl water"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
109|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"30/50 tempered hs"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|Y|30/50|||
110|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"3rd party propietary"|"NO CAS MATCH FOUND"||Undisclosed Name and Number|||||
111|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"(107-21-1), pyly acrylate"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
112|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"/1808 and n0n-m505 ngred1ent5 l15ted be10w"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
113|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"1,3-propanediol, 2-amino-2-(hydrocymethyl)-, polymer with methloxirane and oxiane"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
114|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"12-20 mesh ottawa sd., tx"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
115|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"1-phenylethanone"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
116|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"2,6-diisopropylphenyl isocyanate"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
117|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"2-bromo-2-nitropropane-1,3-diol"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
118|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"alcohol alkoxy sulfate salt"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
119|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"alcohol ethoxylate (8 eo)"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
120|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"alcohol ethoxylates component"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
121|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"alcoholo ethoxylate"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
122|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"alcohols, c9-11, exothylated"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
123|2016-07-01 13:34:25.1001891|1900-01-01 00:00:00.0000000|9999-12-31 23:59:59.9999999|True|0|"aliphatic hydrocarbons"|"NO CAS MATCH FOUND"||Undisclosed CAS Number but Associated Name|||||
